Country,ISO_Code,Level,GDLCODE,Region,"2015","2016","2017","2018"
"Namibia","NAM","Subnat","NAMr107","Ohangwena",7.85,7.85,,
"Namibia","NAM","Subnat","NAMr109","Omaheke",5.07,4.73,,
"Namibia","NAM","Subnat","NAMr110","Omusati",7.22,7.21,,
"Namibia","NAM","Subnat","NAMr111","Oshana",6.01,5.91,,
"Namibia","NAM","Subnat","NAMr112","Oshikoto",6.24,6.12,,
"Namibia","NAM","Subnat","NAMr113","Otjozondjupa",6.11,6.12,,
"Niger","NER","National","NERt","Total",7.45,,,
"Niger","NER","Urb/rur","NERtu","Urban",7.47,,,
"Niger","NER","Urb/rur","NERtr","Rural",7.46,,,
"Niger","NER","Poverty","NERp1","Poor",7.40,,,
"Niger","NER","Poverty","NERp0","Nonpoor",7.20,,,
"Niger","NER","Wealth quartiles","NERw41","Lowest 25%",6.77,,,
"Niger","NER","Wealth quartiles","NERw42","Second 25%",7.09,,,
"Niger","NER","Wealth quartiles","NERw43","Third 25%",8.09,,,
"Niger","NER","Wealth quartiles","NERw44","Highest 25%",7.75,,,
"Niger","NER","Subnat","NERr101","Agadez",6.23,,,
"Niger","NER","Subnat","NERr102","Diffa",6.58,,,
"Niger","NER","Subnat","NERr103","Dosso",8.68,,,
"Niger","NER","Subnat","NERr104","Maradi",9.16,,,
"Niger","NER","Subnat","NERr106","Tahoua",6.85,,,
"Niger","NER","Subnat","NERr105","Tillabery (incl Niamey)",6.46,,,
"Niger","NER","Subnat","NERr107","Zinder",6.84,,,
"Nigeria","NGA","National","NGAt","Total",6.76,6.78,6.79,6.81
"Nigeria","NGA","Urb/rur","NGAtu","Urban",6.35,6.34,6.33,6.32
"Nigeria","NGA","Urb/rur","NGAtr","Rural",7.06,7.10,7.15,7.19
"Nigeria","NGA","Poverty","NGAp1","Poor",6.77,6.80,6.82,6.85
"Nigeria","NGA","Poverty","NGAp0","Nonpoor",6.74,6.75,6.75,6.75
"Nigeria","NGA","Wealth quartiles","NGAw41","Lowest 25%",7.43,7.44,7.46,7.48
"Nigeria","NGA","Wealth quartiles","NGAw42","Second 25%",6.98,7.00,7.02,7.04
"Nigeria","NGA","Wealth quartiles","NGAw43","Third 25%",6.58,6.61,6.65,6.68
"Nigeria","NGA","Wealth quartiles","NGAw44","Highest 25%",5.82,5.82,5.83,5.84
"Nigeria","NGA","Subnat","NGAr122","Abia",5.25,5.36,5.47,5.58
"Nigeria","NGA","Subnat","NGAr137","Abuja FCT",6.40,6.61,6.83,7.04
"Nigeria","NGA","Subnat","NGAr108","Adamawa",7.19,7.03,6.88,6.72
"Nigeria","NGA","Subnat","NGAr101","Akwa Ibom",5.49,5.38,5.28,5.18
"Nigeria","NGA","Subnat","NGAr102","Anambra",5.41,5.38,5.34,5.30
"Nigeria","NGA","Subnat","NGAr103","Bauchi",8.63,8.64,8.66,8.67
"Nigeria","NGA","Subnat","NGAr131","Bayelsa",6.04,5.91,5.77,5.63
"Nigeria","NGA","Subnat","NGAr105","Benue",6.22,6.03,5.83,5.63
"Nigeria","NGA","Subnat","NGAr106","Borno",6.79,7.07,7.35,7.63
"Nigeria","NGA","Subnat","NGAr107","Cross River",5.17,5.00,4.82,4.64
"Nigeria","NGA","Subnat","NGAr123","Delta",5.35,5.20,5.06,4.91
"Nigeria","NGA","Subnat","NGAr132","Ebonyi",6.26,6.17,6.09,6.01
"Nigeria","NGA","Subnat","NGAr104","Edo",5.54,5.47,5.41,5.34
"Nigeria","NGA","Subnat","NGAr133","Ekiti",5.00,4.96,4.93,4.89
"Nigeria","NGA","Subnat","NGAr124","Enugu",5.53,5.46,5.38,5.31
"Nigeria","NGA","Subnat","NGAr134","Gombe",8.74,8.90,9.06,9.22
"Nigeria","NGA","Subnat","NGAr109","Imo",5.65,5.93,6.21,6.49
"Nigeria","NGA","Subnat","NGAr125","Jigawa",7.99,8.14,8.30,8.46
"Nigeria","NGA","Subnat","NGAr110","Kaduna",7.03,7.18,7.32,7.47
"Nigeria","NGA","Subnat","NGAr111","Kano",8.83,8.87,8.91,8.95
"Nigeria","NGA","Subnat","NGAr112","Katsina",8.29,8.49,8.68,8.87
"Nigeria","NGA","Subnat","NGAr126","Kebbi",7.72,7.68,7.63,7.58
"Nigeria","NGA","Subnat","NGAr127","Kogi",5.59,5.65,5.72,5.78
"Nigeria","NGA","Subnat","NGAr113","Kwara",5.95,5.94,5.92,5.90
"Nigeria","NGA","Subnat","NGAr114","Lagos",4.90,4.89,4.89,4.89
"Nigeria","NGA","Subnat","NGAr135","Nassarawa",8.01,7.79,7.58,7.36
"Nigeria","NGA","Subnat","NGAr115","Niger",7.08,7.22,7.36,7.50
"Nigeria","NGA","Subnat","NGAr116","Ogun",4.38,4.36,4.35,4.33
"Nigeria","NGA","Subnat","NGAr117","Ondo",5.26,5.18,5.10,5.02
"Nigeria","NGA","Subnat","NGAr128","Osun",4.74,4.64,4.54,4.44
"Nigeria","NGA","Subnat","NGAr118","Oyo",5.18,4.99,4.79,4.60
"Nigeria","NGA","Subnat","NGAr119","Plateau",6.32,6.26,6.19,6.13
"Nigeria","NGA","Subnat","NGAr120","Rivers",5.03,5.02,5.00,4.98
"Nigeria","NGA","Subnat","NGAr121","Sokoto",7.71,7.65,7.58,7.51
"Nigeria","NGA","Subnat","NGAr129","Taraba",7.87,7.82,7.76,7.71
"Nigeria","NGA","Subnat","NGAr130","Yobe",8.37,8.36,8.36,8.35
"Nigeria","NGA","Subnat","NGAr136","Zamfora",8.12,8.29,8.46,8.63
"Rwanda","RWA","National","RWAt","Total",5.32,5.28,5.24,5.20
"Rwanda","RWA","Urb/rur","RWAtu","Urban",5.51,5.49,5.47,5.45
"Rwanda","RWA","Urb/rur","RWAtr","Rural",5.29,5.25,5.21,5.16
"Rwanda","RWA","Poverty","RWAp1","Poor",5.22,5.18,5.13,5.09
"Rwanda","RWA","Poverty","RWAp0","Nonpoor",6.17,6.06,5.96,5.85
"Rwanda","RWA","Wealth quartiles","RWAw41","Lowest 25%",4.69,4.65,4.61,4.58
"Rwanda","RWA","Wealth quartiles","RWAw42","Second 25%",5.09,5.06,5.03,4.99
"Rwanda","RWA","Wealth quartiles","RWAw43","Third 25%",5.51,5.46,5.41,5.37
"Rwanda","RWA","Wealth quartiles","RWAw44","Highest 25%",5.86,5.82,5.78,5.74
"Rwanda","RWA","Subnat","RWAr101","City of Kigali",5.34,5.28,5.22,5.16
"Rwanda","RWA","Subnat","RWAr105","East",5.27,5.21,5.15,5.09
"Rwanda","RWA","Subnat","RWAr104","North",5.27,5.24,5.20,5.17
"Rwanda","RWA","Subnat","RWAr102","South",5.23,5.22,5.21,5.20
"Rwanda","RWA","Subnat","RWAr103","West",5.51,5.47,5.43,5.40
"Sao Tome & Principe","STP","National","STPt","Total",4.93,4.88,4.84,
"Sao Tome & Principe","STP","Urb/rur","STPtu","Urban",4.94,4.88,4.83,
"Sao Tome & Principe","STP","Urb/rur","STPtr","Rural",4.94,4.90,4.86,
"Sao Tome & Principe","STP","Poverty","STPp1","Poor",4.66,4.61,4.56,
"Sao Tome & Principe","STP","Poverty","STPp0","Nonpoor",5.12,5.04,4.97,
"Sao Tome & Principe","STP","Wealth quartiles","STPw41","Lowest 25%",4.66,4.62,4.59,
"Sao Tome & Principe","STP","Wealth quartiles","STPw42","Second 25%",4.88,4.84,4.81,
"Sao Tome & Principe","STP","Wealth quartiles","STPw43","Third 25%",4.96,4.92,4.87,
"Sao Tome & Principe","STP","Wealth quartiles","STPw44","Highest 25%",5.20,5.13,5.07,
"Sao Tome & Principe","STP","Subnat","STPr101","Regiao Centro",4.85,4.80,4.75,
"Sao Tome & Principe","STP","Subnat","STPr104","Regiao do Principe",4.14,4.00,3.85,
"Sao Tome & Principe","STP","Subnat","STPr103","Regiao Norte",5.26,5.20,5.15,
"Sao Tome & Principe","STP","Subnat","STPr102","Regiao Sul",5.16,5.18,5.20,
"Senegal","SEN","National","SENt","Total",13.0,13.0,13.5,13.9
"Senegal","SEN","Urb/rur","SENtu","Urban",11.2,11.2,12.3,13.4
"Senegal","SEN","Urb/rur","SENtr","Rural",14.4,14.4,14.4,14.4
"Senegal","SEN","Poverty","SENp1","Poor",12.6,12.6,12.8,13.1
"Senegal","SEN","Poverty","SENp0","Nonpoor",13.4,13.4,13.9,14.4
"Senegal","SEN","Wealth quartiles","SENw41","Lowest 25%",14.0,14.0,13.0,12.1
"Senegal","SEN","Wealth quartiles","SENw42","Second 25%",13.5,13.5,14.9,16.3
"Senegal","SEN","Wealth quartiles","SENw43","Third 25%",12.1,12.1,12.8,13.5
"Senegal","SEN","Wealth quartiles","SENw44","Highest 25%",12.1,12.1,13.0,13.9
"Senegal","SEN","Subnat","SENr101","Dakar",10.7,10.7,12.0,13.3
"Senegal","SEN","Subnat","SENr103","Diourbel",13.3,13.3,14.5,15.6
"Senegal","SEN","Subnat","SENr109","Fatick",13.9,13.9,13.8,13.7
"Senegal","SEN","Subnat","SENr106","Kaolack",15.2,15.2,13.3,11.5
"Senegal","SEN","Subnat","SENr110","Kolda",15.9,15.9,14.3,12.6
"Senegal","SEN","Subnat","SENr108","Louga",12.8,12.8,12.5,12.1
"Senegal","SEN","Subnat","SENr104","Saint Louis",11.3,11.3,13.1,14.8
"Senegal","SEN","Subnat","SENr105","Tambacounda",14.9,14.9,17.7,20.5
"Senegal","SEN","Subnat","SENr107","Thies",13.5,13.5,13.5,13.4
"Senegal","SEN","Subnat","SENr102","Ziguinchor",10.9,10.9,13.5,16.0
"Sierra Leone","SLE","National","SLEt","Total",6.92,6.64,6.35,6.07
"Sierra Leone","SLE","Urb/rur","SLEtu","Urban",7.20,6.93,6.67,6.41
"Sierra Leone","SLE","Urb/rur","SLEtr","Rural",6.74,6.41,6.09,5.77
"Sierra Leone","SLE","Poverty","SLEp1","Poor",6.71,6.38,6.05,5.72
"Sierra Leone","SLE","Poverty","SLEp0","Nonpoor",7.88,7.62,7.36,7.10
"Sierra Leone","SLE","Wealth quartiles","SLEw41","Lowest 25%",6.08,5.79,5.50,5.21
"Sierra Leone","SLE","Wealth quartiles","SLEw42","Second 25%",6.91,6.65,6.38,6.12
"Sierra Leone","SLE","Wealth quartiles","SLEw43","Third 25%",7.33,6.98,6.62,6.27
"Sierra Leone","SLE","Wealth quartiles","SLEw44","Highest 25%",7.29,7.06,6.83,6.60
"Sierra Leone","SLE","Subnat","SLEr109","Bo",7.16,6.94,6.72,6.50
"Sierra Leone","SLE","Subnat","SLEr101","Bombali",6.74,6.49,6.25,6.01
"Sierra Leone","SLE","Subnat","SLEr110","Bonthe",6.76,6.61,6.46,6.31
"Sierra Leone","SLE","Subnat","SLEr106","Kailahun",6.11,6.00,5.88,5.77
"Sierra Leone","SLE","Subnat","SLEr102","Kambia",7.47,6.87,6.26,5.66
"Sierra Leone","SLE","Subnat","SLEr107","Kenema",6.98,6.84,6.70,6.56
"Sierra Leone","SLE","Subnat","SLEr103","Koinadugu",7.21,7.16,7.10,7.05
"Sierra Leone","SLE","Subnat","SLEr108","Kono",6.75,6.59,6.43,6.27
"Sierra Leone","SLE","Subnat","SLEr111","Moyamba",6.59,6.31,6.03,5.75
"Sierra Leone","SLE","Subnat","SLEr104","Port Loko",7.18,6.67,6.15,5.64
"Sierra Leone","SLE","Subnat","SLEr112","Pujehun",6.32,6.07,5.82,5.57
"Sierra Leone","SLE","Subnat","SLEr105","Tonkolili",6.85,6.19,5.53,4.87
"Sierra Leone","SLE","Subnat","SLEr113","Western Rural",7.09,6.90,6.71,6.52
"Sierra Leone","SLE","Subnat","SLEr114","Western Urban",6.96,6.66,6.37,6.08
"Somalia","SOM","National","SOMt","Total",,,,
"Somalia","SOM","Urb/rur","SOMtu","Urban",,,,
"Somalia","SOM","Urb/rur","SOMtr","Rural",,,,
"Somalia","SOM","Poverty","SOMp1","Poor",,,,
"Somalia","SOM","Poverty","SOMp0","Nonpoor",,,,
"Somalia","SOM","Wealth quartiles","SOMw41","Lowest 25%",,,,
"Somalia","SOM","Wealth quartiles","SOMw42","Second 25%",,,,
"Somalia","SOM","Wealth quartiles","SOMw43","Third 25%",,,,
"Somalia","SOM","Wealth quartiles","SOMw44","Highest 25%",,,,
"Somalia","SOM","Subnat","SOMr102","Awdal",,,,
"Somalia","SOM","Subnat","SOMr109","Bakool",,,,
"Somalia","SOM","Subnat","SOMr116","Banadir",,,,
"Somalia","SOM","Subnat","SOMr108","Bari",,,,
"Somalia","SOM","Subnat","SOMr110","Bay",,,,
"Somalia","SOM","Subnat","SOMr117","Galguduud",,,,
"Somalia","SOM","Subnat","SOMr111","Gedo",,,,
"Somalia","SOM","Subnat","SOMr113","Hiran",,,,
"Somalia","SOM","Subnat","SOMr118","Lower Juba",,,,
"Somalia","SOM","Subnat","SOMr115","Lower Shabelle",,,,
"Somalia","SOM","Subnat","SOMr112","Middle Juba",,,,
"Somalia","SOM","Subnat","SOMr114","Middle Shabelle",,,,
"Somalia","SOM","Subnat","SOMr106","Mudug",,,,
"Somalia","SOM","Subnat","SOMr107","Nugal",,,,
"Somalia","SOM","Subnat","SOMr103","Sanaag",,,,
"Somalia","SOM","Subnat","SOMr104","Sool",,,,
"Somalia","SOM","Subnat","SOMr105","Togdhere",,,,
"Somalia","SOM","Subnat","SOMr101","W Galbeed",,,,
"South Africa","ZAF","National","ZAFt","Total",4.98,5.05,5.12,5.18
"South Africa","ZAF","Urb/rur","ZAFtu","Urban",4.55,4.60,4.65,4.70
"South Africa","ZAF","Urb/rur","ZAFtr","Rural",5.72,5.81,5.90,5.99
"South Africa","ZAF","Poverty","ZAFp1","Poor",4.73,4.76,4.79,4.82
"South Africa","ZAF","Poverty","ZAFp0","Nonpoor",5.03,5.10,5.17,5.24
"South Africa","ZAF","Wealth quartiles","ZAFw41","Lowest 25%",5.28,5.43,5.58,5.73
"South Africa","ZAF","Wealth quartiles","ZAFw42","Second 25%",4.98,4.99,5.00,5.01
"South Africa","ZAF","Wealth quartiles","ZAFw43","Third 25%",5.16,5.25,5.34,5.43
"South Africa","ZAF","Wealth quartiles","ZAFw44","Highest 25%",4.49,4.50,4.51,4.52
"South Africa","ZAF","Subnat","ZAFr102","Eastern Cape",5.39,5.48,5.57,5.66
"South Africa","ZAF","Subnat","ZAFr104","Free State",4.67,4.75,4.83,4.90
"South Africa","ZAF","Subnat","ZAFr107","Gauteng",4.34,4.40,4.46,4.52
"South Africa","ZAF","Subnat","ZAFr105","KwaZulu Natal",5.71,5.82,5.93,6.03
"South Africa","ZAF","Subnat","ZAFr108","Mpumalanga",5.32,5.41,5.50,5.59
"South Africa","ZAF","Subnat","ZAFr106","North West",4.91,4.98,5.05,5.12
"South Africa","ZAF","Subnat","ZAFr103","Northern Cape",5.10,5.16,5.22,5.28
"South Africa","ZAF","Subnat","ZAFr109","Northern Province",5.23,5.28,5.33,5.38
"South Africa","ZAF","Subnat","ZAFr101","Western Cape",4.37,4.36,4.35,4.34
"South Sudan","SSD","National","SSDt","Total",,,,
"South Sudan","SSD","Urb/rur","SSDtu","Urban",,,,
"South Sudan","SSD","Urb/rur","SSDtr","Rural",,,,
"South Sudan","SSD","Poverty","SSDp1","Poor",,,,
"South Sudan","SSD","Poverty","SSDp0","Nonpoor",,,,
"South Sudan","SSD","Wealth quartiles","SSDw41","Lowest 25%",,,,
"South Sudan","SSD","Wealth quartiles","SSDw42","Second 25%",,,,
"South Sudan","SSD","Wealth quartiles","SSDw43","Third 25%",,,,
"South Sudan","SSD","Wealth quartiles","SSDw44","Highest 25%",,,,
"South Sudan","SSD","Subnat","SSDr109","Central Equatoria",,,,
"South Sudan","SSD","Subnat","SSDr110","Eastern Equatoria",,,,
"South Sudan","SSD","Subnat","SSDr102","Jonglei",,,,
"South Sudan","SSD","Subnat","SSDr107","Lakes",,,,
"South Sudan","SSD","Subnat","SSDr105","Northern Bahr El Ghazal",,,,
"South Sudan","SSD","Subnat","SSDr103","Unity",,,,
"South Sudan","SSD","Subnat","SSDr101","Upper Nile",,,,
"South Sudan","SSD","Subnat","SSDr104","Warrap",,,,
"South Sudan","SSD","Subnat","SSDr106","Western Bahr El Ghazal",,,,
"South Sudan","SSD","Subnat","SSDr108","Western Equatoria",,,,
"Sudan","SDN","National","SDNt","Total",7.15,7.19,7.22,
"Sudan","SDN","Urb/rur","SDNtu","Urban",7.26,7.23,7.21,
"Sudan","SDN","Urb/rur","SDNtr","Rural",7.11,7.18,7.25,
"Sudan","SDN","Poverty","SDNp1","Poor",7.01,7.07,7.13,
"Sudan","SDN","Poverty","SDNp0","Nonpoor",7.41,7.35,7.30,
"Sudan","SDN","Wealth quartiles","SDNw41","Lowest 25%",7.10,7.24,7.39,
"Sudan","SDN","Wealth quartiles","SDNw42","Second 25%",6.98,7.05,7.13,
"Sudan","SDN","Wealth quartiles","SDNw43","Third 25%",7.34,7.38,7.42,
"Sudan","SDN","Wealth quartiles","SDNw44","Highest 25%",7.21,7.14,7.06,
"Sudan","SDN","Subnat","SDNr105","Al Gedarif",7.06,7.12,7.19,
"Sudan","SDN","Subnat","SDNr107","Al Gezira",7.65,7.76,7.86,
"Sudan","SDN","Subnat","SDNr110","Blue Nile",7.79,7.86,7.93,
"Sudan","SDN","Subnat","SDNr104","Kassala",7.11,7.22,7.32,
"Sudan","SDN","Subnat","SDNr106","Khartoum",6.90,6.78,6.66,
"Sudan","SDN","Subnat","SDNr102","Nahr El Nil",6.75,6.69,6.62,
"Sudan","SDN","Subnat","SDNr113","North Darfur",7.46,7.56,7.65,
"Sudan","SDN","Subnat","SDNr111","North Kordofan",6.84,6.90,6.96,
"Sudan","SDN","Subnat","SDNr101","Northern",6.15,6.01,5.86,
"Sudan","SDN","Subnat","SDNr103","Red Sea",5.69,5.60,5.50,
"Sudan","SDN","Subnat","SDNr109","Sinnar",7.14,7.18,7.22,
"Sudan","SDN","Subnat","SDNr115","South Darfur",7.19,7.24,7.29,
"Sudan","SDN","Subnat","SDNr112","South Kordofan",7.24,7.32,7.40,
"Sudan","SDN","Subnat","SDNr114","West Darfur",6.88,6.99,7.10,
"Sudan","SDN","Subnat","SDNr108","White Nile",7.02,7.03,7.03,
"Tanzania","TZA","National","TZAt","Total",6.86,6.86,6.86,6.86
"Tanzania","TZA","Urb/rur","TZAtu","Urban",6.16,6.16,6.16,6.16
"Tanzania","TZA","Urb/rur","TZAtr","Rural",7.15,7.15,7.15,7.15
"Tanzania","TZA","Poverty","TZAp1","Poor",6.92,6.92,6.92,6.92
"Tanzania","TZA","Poverty","TZAp0","Nonpoor",6.55,6.55,6.55,6.55
"Tanzania","TZA","Wealth quartiles","TZAw41","Lowest 25%",7.93,7.93,7.93,7.93
"Tanzania","TZA","Wealth quartiles","TZAw42","Second 25%",6.85,6.85,6.85,6.85
"Tanzania","TZA","Wealth quartiles","TZAw43","Third 25%",6.39,6.39,6.39,6.39
"Tanzania","TZA","Wealth quartiles","TZAw44","Highest 25%",5.98,5.98,5.98,5.98
"Tanzania","TZA","Subnat","TZAr202"," Arusha, Manyara",5.96,5.96,5.96,5.96
"Tanzania","TZA","Subnat","TZAr207"," Dar Es Salam",5.73,5.73,5.73,5.73
"Tanzania","TZA","Subnat","TZAr201"," Dodoma",5.54,5.54,5.54,5.54
"Tanzania","TZA","Subnat","TZAr211"," Iringa, Njombe",5.24,5.24,5.24,5.24
"Tanzania","TZA","Subnat","TZAr218"," Kagera",6.15,6.15,6.15,6.15
"Tanzania","TZA","Subnat","TZAr216"," Kigoma",7.37,7.37,7.37,7.37
"Tanzania","TZA","Subnat","TZAr203"," Kilimanjaro",4.99,4.99,4.99,4.99
"Tanzania","TZA","Subnat","TZAr208"," Lindi",5.69,5.69,5.69,5.69
"Tanzania","TZA","Subnat","TZAr220"," Mara",7.59,7.59,7.59,7.59
"Tanzania","TZA","Subnat","TZAr212"," Mbeya",5.65,5.65,5.65,5.65
"Tanzania","TZA","Subnat","TZAr205"," Morogoro",6.15,6.15,6.15,6.15
"Tanzania","TZA","Subnat","TZAr209"," Mtwara",5.32,5.32,5.32,5.32
"Tanzania","TZA","Subnat","TZAr219"," Mwanza, Geita",8.50,8.50,8.50,8.50
"Tanzania","TZA","Subnat","TZAr224"," Pemba North",7.05,7.05,7.05,7.05
"Tanzania","TZA","Subnat","TZAr225"," Pemba South",7.68,7.68,7.68,7.68
"Tanzania","TZA","Subnat","TZAr206"," Pwani",5.81,5.81,5.81,5.81
"Tanzania","TZA","Subnat","TZAr215"," Rukwa, Katavi",7.16,7.16,7.16,7.16
"Tanzania","TZA","Subnat","TZAr210"," Ruvuma",5.31,5.31,5.31,5.31
"Tanzania","TZA","Subnat","TZAr217"," Shinyanga, Simiyu",9.28,9.28,9.28,9.28
"Tanzania","TZA","Subnat","TZAr213"," Singida",6.56,6.56,6.56,6.56
"Tanzania","TZA","Subnat","TZAr214"," Tabora",10.0,10.0,10.0,10.0
"Tanzania","TZA","Subnat","TZAr204"," Tanga",6.42,6.42,6.42,6.42
"Tanzania","TZA","Subnat","TZAr221"," Zanzibar North",6.93,6.93,6.93,6.93
"Tanzania","TZA","Subnat","TZAr222"," Zanzibar South",6.66,6.66,6.66,6.66
"Tanzania","TZA","Subnat","TZAr223"," Zanzibar West",7.48,7.48,7.48,7.48
"Togo","TGO","National","TGOt","Total",6.84,6.87,6.89,
"Togo","TGO","Urb/rur","TGOtu","Urban",5.65,5.60,5.54,
"Togo","TGO","Urb/rur","TGOtr","Rural",7.56,7.64,7.71,
"Togo","TGO","Poverty","TGOp1","Poor",7.00,7.06,7.11,
"Togo","TGO","Poverty","TGOp0","Nonpoor",6.43,6.37,6.30,
"Togo","TGO","Wealth quartiles","TGOw41","Lowest 25%",8.92,9.17,9.41,
"Togo","TGO","Wealth quartiles","TGOw42","Second 25%",5.93,5.82,5.70,
"Togo","TGO","Wealth quartiles","TGOw43","Third 25%",5.39,5.28,5.16,
"Togo","TGO","Wealth quartiles","TGOw44","Highest 25%",5.84,5.78,5.72,
"Togo","TGO","Subnat","TGOr104","Centrale",7.73,7.84,7.95,
"Togo","TGO","Subnat","TGOr105","Kara",7.42,7.45,7.47,
"Togo","TGO","Subnat","TGOr101","Lome",5.41,5.38,5.36,
"Togo","TGO","Subnat","TGOr102","Maritime",5.76,5.66,5.56,
"Togo","TGO","Subnat","TGOr103","Plateaux",7.52,7.69,7.85,
"Togo","TGO","Subnat","TGOr106","Savanes",8.38,8.38,8.38,
"Tunisia","TUN","National","TUNt","Total",4.77,4.70,4.64,4.58
"Tunisia","TUN","Urb/rur","TUNtu","Urban",4.59,4.53,4.48,4.42
"Tunisia","TUN","Urb/rur","TUNtr","Rural",5.13,5.06,5.00,4.94
"Tunisia","TUN","Poverty","TUNp1","Poor",4.16,4.01,3.85,3.70
"Tunisia","TUN","Poverty","TUNp0","Nonpoor",4.78,4.71,4.65,4.59
"Tunisia","TUN","Wealth quartiles","TUNw41","Lowest 25%",4.73,4.54,4.35,4.16
"Tunisia","TUN","Wealth quartiles","TUNw42","Second 25%",4.76,4.65,4.53,4.42
"Tunisia","TUN","Wealth quartiles","TUNw43","Third 25%",4.71,4.67,4.64,4.60
"Tunisia","TUN","Wealth quartiles","TUNw44","Highest 25%",4.82,4.90,4.99,5.08
"Tunisia","TUN","Subnat","TUNr105","Centre Est (Sousse, Monastir, Mahdia, Sfax)",4.69,4.66,4.63,4.60
"Tunisia","TUN","Subnat","TUNr104","Centre Ouest (Kairouan, Kasserine, Sidi Bouzid)",5.23,5.17,5.12,5.06
"Tunisia","TUN","Subnat","TUNr101","Grand Tunis (Tunis, Ariana, Ben Arous, Manouba)",4.46,4.35,4.25,4.14
"Tunisia","TUN","Subnat","TUNr102","Nord Est (Nabeul, Zaghouan, Bizerte)",4.65,4.60,4.56,4.51
"Tunisia","TUN","Subnat","TUNr103","Nord Ouest (Beja, Jendouba, Kef, Siliana)",4.52,4.46,4.41,4.35
"Tunisia","TUN","Subnat","TUNr107","Sud Est (Gabes, Medinine, Tataouine)",5.19,5.12,5.06,5.00
"Tunisia","TUN","Subnat","TUNr106","Sud Ouest (Gafsa, Tozeur, Kebili)",5.39,5.35,5.30,5.26
"Uganda","UGA","National","UGAt","Total",6.31,6.25,6.19,6.12
"Uganda","UGA","Urb/rur","UGAtu","Urban",5.54,5.53,5.52,5.52
"Uganda","UGA","Urb/rur","UGAtr","Rural",6.51,6.45,6.39,6.33
"Uganda","UGA","Poverty","UGAp1","Poor",6.34,6.27,6.20,6.13
"Uganda","UGA","Poverty","UGAp0","Nonpoor",6.09,6.08,6.07,6.07
"Uganda","UGA","Wealth quartiles","UGAw41","Lowest 25%",6.22,6.15,6.08,6.02
"Uganda","UGA","Wealth quartiles","UGAw42","Second 25%",6.50,6.45,6.40,6.35
"Uganda","UGA","Wealth quartiles","UGAw43","Third 25%",6.60,6.51,6.42,6.33
"Uganda","UGA","Wealth quartiles","UGAw44","Highest 25%",5.85,5.81,5.77,5.73
"Uganda","UGA","Subnat","UGAr201"," Central (Central 1, Central 2, Kampala)",,,,
"Uganda","UGA","Subnat","UGAr202"," Eastern (Eastern, East Central)",,,,
"Uganda","UGA","Subnat","UGAr203"," Northern (North, Karamoja, West Nile)",,,,
"Uganda","UGA","Subnat","UGAr204"," Western (Western, Southwest)",,,,
"Uganda","UGA","Subnat","UGAr101","Central 1 (Central South)",5.74,5.66,5.58,5.50
"Uganda","UGA","Subnat","UGAr102","Central 2 (Central North)",6.30,6.29,6.28,6.27
"Uganda","UGA","Subnat","UGAr104","East Central (Busoga)",6.70,6.61,6.52,6.42
"Uganda","UGA","Subnat","UGAr105","Eastern (Bukedi, Bugishu, Teso)",6.91,6.84,6.77,6.70
"Uganda","UGA","Subnat","UGAr103","Kampala",5.10,5.15,5.20,5.25
"Uganda","UGA","Subnat","UGAr106","North (Karamoja, Lango, Acholi)",6.40,6.35,6.30,6.26
"Uganda","UGA","Subnat","UGAr109","Southwest (Ankole, Kigezi)",5.78,5.66,5.54,5.42
"Uganda","UGA","Subnat","UGAr107","West Nile",6.66,6.57,6.48,6.39
"Uganda","UGA","Subnat","UGAr108","Western (Bunyoro, Tooro)",6.36,6.23,6.10,5.98
"Zambia","ZMB","National","ZMBt","Total",6.57,6.54,6.52,6.49
"Zambia","ZMB","Urb/rur","ZMBtu","Urban",6.28,6.26,6.23,6.20
"Zambia","ZMB","Urb/rur","ZMBtr","Rural",6.75,6.72,6.70,6.67
"Zambia","ZMB","Poverty","ZMBp1","Poor",6.51,6.48,6.44,6.41
"Zambia","ZMB","Poverty","ZMBp0","Nonpoor",6.71,6.70,6.68,6.67
"Zambia","ZMB","Wealth quartiles","ZMBw41","Lowest 25%",5.99,6.05,6.10,6.15
"Zambia","ZMB","Wealth quartiles","ZMBw42","Second 25%",6.73,6.72,6.71,6.70
"Zambia","ZMB","Wealth quartiles","ZMBw43","Third 25%",6.81,6.72,6.63,6.54
"Zambia","ZMB","Wealth quartiles","ZMBw44","Highest 25%",6.66,6.62,6.57,6.53
"Zambia","ZMB","Subnat","ZMBr101","Central",6.91,6.85,6.79,6.73
"Zambia","ZMB","Subnat","ZMBr102","Copperbelt",6.63,6.56,6.48,6.40
"Zambia","ZMB","Subnat","ZMBr103","Eastern",6.63,6.66,6.68,6.70
"Zambia","ZMB","Subnat","ZMBr104","Luapula",6.28,6.37,6.45,6.54
"Zambia","ZMB","Subnat","ZMBr105","Lusaka",6.14,6.12,6.11,6.09
"Zambia","ZMB","Subnat","ZMBr107","North-Western",6.81,6.77,6.74,6.70
"Zambia","ZMB","Subnat","ZMBr106","Northern",6.55,6.53,6.50,6.47
"Zambia","ZMB","Subnat","ZMBr108","Southern",6.96,6.87,6.78,6.69
"Zambia","ZMB","Subnat","ZMBr109","Western",6.24,6.27,6.31,6.34
